0.2,0.2,5.0,0.06839203089475632,0.06550758332014084,0.06582683324813843,0.06830525398254395,0.06656157970428467,0.0655985027551651,0.06567694991827011,0.06873065233230591,0.06743283569812775,0.06772029399871826,,0.06017637252807617,0.0422360822558403,0.04837901517748833,0.06188108026981354,0.0529208779335022,0.054026808589696884,0.05623199790716171,0.06050851568579674,0.06221042573451996,0.05794130265712738
0.2,1,1.0,0.060303945094347,0.06003361567854881,0.04909762367606163,0.05202857032418251,0.04827744886279106,0.04951116070151329,0.03938981890678406,0.04632730782032013,0.05710599943995476,0.049517542123794556,,0.0506318025290966,0.12001614272594452,0.012697221711277962,0.018378477543592453,0.006178542971611023,0.02088475227355957,0.04769069328904152,0.037471793591976166,0.02216256782412529,0.015585399232804775
0.2,5,0.2,0.030337929725646973,0.029530363157391548,0.017649317160248756,0.03722083196043968,0.035755135118961334,0.03980488330125809,0.025667529553174973,0.029092799872159958,0.04849476367235184,0.04623759165406227,,0.00457368278875947,0.005536951590329409,0.0038161410484462976,0.008774603717029095,0.007195856887847185,0.006176133174449205,0.006731626112014055,0.005354494322091341,0.011587882414460182,0.0031155464239418507
0.2,10,0.1,0.015081019140779972,nan,0.02639162167906761,nan,0.046428482979536057,0.02152830734848976,0.028466999530792236,0.03612770512700081,nan,nan,,0.008051150478422642,0.007085236255079508,0.005016016308218241,0.011118392460048199,0.005533040501177311,0.007006694097071886,0.0030210840050131083,0.010999579913914204,0.005223317537456751,0.008726639673113823
0.2,25,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,0.0016209903405979276,nan,nan,nan,0.006993550341576338,nan,0.009633162058889866,inf,nan,0.002704353304579854
0.4,0.2,5.0,0.7720453143119812,0.7528704404830933,0.771807849407196,0.7660066485404968,0.7825313806533813,0.7437220215797424,0.75516277551651,0.7550317645072937,0.753088116645813,0.7266632318496704,,0.12391190230846405,0.1277606040239334,0.112561896443367,0.13076582551002502,0.14049342274665833,0.1329668164253235,0.13064445555210114,0.11664871126413345,0.14275923371315002,0.11369256675243378
0.4,1,1.0,0.5517160892486572,0.729348361492157,0.530046820640564,0.4764184355735779,0.5978600382804871,0.7074748873710632,0.6343368291854858,0.6842531561851501,0.6262719035148621,0.6280880570411682,,0.11857649683952332,0.06558244675397873,0.08814406394958496,0.1613767147064209,0.06403239071369171,0.0758049339056015,0.08219267427921295,0.07131463289260864,0.04480776563286781,0.04243331030011177
0.4,5,0.2,0.20774713158607483,0.47543326020240784,0.47370800375938416,0.2735017240047455,0.519139289855957,0.509073793888092,0.4964049160480499,0.5225836634635925,0.48326724767684937,0.45971155166625977,,0.01809743046760559,0.004181186202913523,0.0037135928869247437,0.012278761714696884,0.003968412522226572,0.0028553337324410677,0.0019263852154836059,0.006174796260893345,0.004449717700481415,0.00487041799351573
0.4,10,0.1,0.24227848649024963,nan,nan,nan,nan,0.23137417435646057,0.40609821677207947,0.5920278429985046,nan,0.33310577273368835,,0.004624290857464075,0.0010697465622797608,0.0003931759565602988,0.0005230815731920302,nan,0.0034785859752446413,0.001768002868629992,0.0016330727376043797,0.0008271715487353504,0.0017560479464009404
0.4,25,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,0.0014884013216942549,nan
0.6,0.2,5.0,34.4147834777832,34.79528045654297,38.79167556762695,37.495460510253906,35.00241470336914,36.729610443115234,34.96232604980469,34.33205795288086,35.301307678222656,35.74285888671875,,0.18722319602966309,0.165790393948555,0.14597009122371674,0.14492806792259216,0.15160232782363892,0.14268958568572998,0.1836787611246109,0.1964249163866043,0.17896084487438202,0.17835882306098938
0.6,1,1.0,27.14974594116211,38.07459259033203,30.837398529052734,29.967945098876953,39.13262939453125,30.857254028320312,41.03523254394531,26.84161949157715,28.82301139831543,35.11288070678711,,0.08565399050712585,0.13670094311237335,0.14083231985569,0.06332914531230927,0.09657465666532516,0.051419276744127274,0.08386632055044174,0.13521155714988708,0.09016784280538559,0.06810645759105682
0.6,5,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,0.01405908539891243,0.020951231941580772,0.013078253716230392,0.00784621573984623,0.012936191633343697,0.01238976139575243,0.01127205416560173,0.015369590371847153,0.009562221355736256,0.007924945093691349
0.6,10,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,0.005526697728782892,0.006184062920510769,0.005171593278646469,0.004772148560732603,0.009652449749410152,0.005975077394396067,0.007090206257998943,0.004546990618109703,0.0059582884423434734,0.009759808890521526
0.6,25,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,0.013156288303434849,nan,nan,nan,nan,nan
0.8,0.2,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,72.29359436035156,73.28092193603516,74.09066772460938,74.52718353271484,74.53216552734375,76.09188842773438,79.1066665649414,76.34635925292969,81.45647430419922,76.54395294189453
0.8,1,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,64.27147674560547,95.91338348388672,99.59012603759766,81.68618774414062,52.84178924560547,101.8841323852539,77.62698364257812,56.32844924926758,101.63831329345703,48.125755310058594
0.8,5,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,80.65919494628906,nan,nan,nan,nan,nan,nan
0.8,10,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8,25,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,0.2,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,1,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,5,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,10,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,25,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
